hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
ヒロキ,20250210,222,222,506851,2283.112612612613,611,2.7522522522522523,0.3153153153153153,0.25675675675675674,0.3449237732345329,normal
ヒロキ,20250211,258,258,1335129,5174.918604651163,146448,567.6279069767442,0.4496124031007752,0.3488372093023256,3.940108555449068,strong
ヒロキ,20250212,168,168,311660,1855.1190476190477,-817,-4.863095238095238,0.34523809523809523,0.25595238095238093,0.2964554401074372,normal
ヒロキ,20250213,193,193,356131,1845.238341968912,-6539,-33.880829015544045,0.3316062176165803,0.27461139896373055,0.11177034345210535,normal
ヒロキ,20250214,194,194,380180,1959.6907216494844,-26899,-138.65463917525773,0.4329896907216495,0.31958762886597936,-0.555068817893159,normal
ヒロキ,20250215,253,253,834958,3300.2292490118575,-77901,-307.90909090909093,0.308300395256917,0.22134387351778656,-1.6322988668538054,recovery
ヒロキ,20250216,258,258,1164186,4512.3488372093025,-75269,-291.7403100775194,0.32945736434108525,0.21705426356589147,-1.5293916972733077,recovery
ヒロキ,20250217,181,181,350883,1938.5801104972375,6204,34.27624309392265,0.39226519337016574,0.3149171270718232,0.5455600923974127,normal
ヒロキ,20250218,185,185,363101,1962.708108108108,-32447,-175.38918918918918,0.31351351351351353,0.2648648648648649,-0.7888680515599006,recovery
ヒロキ,20250219,170,170,326632,1921.3647058823528,-20000,-117.6470588235294,0.3588235294117647,0.2529411764705882,-0.4213648202788181,normal
ヒロキ,20250220,170,170,266735,1569.0294117647059,-9619,-56.582352941176474,0.3235294117647059,0.2647058823529412,-0.03271485903076627,normal
